                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                0.78569,                 1.0802,                 1.9848,                0.74703,                0.51069,                0.56969,                0.45621,                0.95723,                 3.4407,                  2.226,              0.0035781,              0.0035781,              0.0035781
                    151,                0.76984,                 1.0305,                 1.9715,                0.74791,                0.51023,                0.56962,                0.45754,                0.95742,                 3.4807,                  2.233,               0.003518,               0.003518,               0.003518
                    152,                0.78475,                 1.0698,                 1.9779,                0.74754,                0.49954,                0.57145,                 0.4605,                0.95206,                  3.498,                 2.2256,              0.0034582,              0.0034582,              0.0034582
                    153,                0.76843,                 1.0453,                 1.9607,                0.73551,                0.51454,                 0.5718,                0.46203,                0.95117,                 3.5496,                 2.2243,              0.0033986,              0.0033986,              0.0033986
                    154,                0.76697,                 1.0373,                 1.9676,                0.74247,                0.50774,                0.57285,                0.46365,                0.94979,                 3.5661,                 2.2236,              0.0033392,              0.0033392,              0.0033392
                    155,                0.76897,                 1.0292,                 1.9694,                0.73798,                0.50797,                0.57091,                0.46184,                0.95072,                 3.5735,                 2.2282,              0.0032801,              0.0032801,              0.0032801
                    156,                0.76931,                 1.0317,                 1.9656,                 0.7233,                0.51092,                0.57255,                0.46456,                0.94947,                 3.5802,                 2.2224,              0.0032213,              0.0032213,              0.0032213
                    157,                0.76178,                 1.0384,                 1.9552,                0.73554,                0.50724,                0.57395,                0.46524,                0.94584,                 3.5212,                 2.2205,              0.0031628,              0.0031628,              0.0031628
                    158,                0.76382,                 1.0384,                 1.9653,                0.74011,                0.50478,                 0.5737,                0.46461,                0.94801,                 3.5266,                 2.2219,              0.0031046,              0.0031046,              0.0031046
                    159,                0.75938,                 1.0105,                 1.9512,                0.76172,                0.49656,                0.57425,                0.46465,                 0.9505,                 3.5963,                 2.2282,              0.0030466,              0.0030466,              0.0030466
                    160,                0.75641,                 1.0153,                 1.9604,                0.75233,                0.49888,                0.57568,                0.46689,                0.95265,                 3.6099,                 2.2368,               0.002989,               0.002989,               0.002989
                    161,                0.75758,                 1.0046,                   1.95,                0.75585,                0.50421,                0.57579,                0.46784,                 0.9478,                 3.6111,                 2.2294,              0.0029317,              0.0029317,              0.0029317
                    162,                0.74003,                0.97193,                 1.9331,                0.74597,                0.50925,                0.57603,                0.46904,                 0.9442,                 3.6052,                 2.2161,              0.0028747,              0.0028747,              0.0028747
                    163,                0.74759,                0.98103,                 1.9411,                0.76626,                0.50496,                0.57713,                0.47118,                0.93922,                 3.5831,                 2.2117,               0.002818,               0.002818,               0.002818
                    164,                0.75406,                 1.0001,                 1.9471,                0.76049,                0.50357,                0.57681,                0.47087,                0.93936,                 3.5903,                 2.2117,              0.0027617,              0.0027617,              0.0027617
                    165,                0.75372,                0.98301,                 1.9367,                0.76178,                0.50393,                0.57652,                0.46988,                0.94301,                 3.6109,                  2.212,              0.0027057,              0.0027057,              0.0027057
                    166,                0.75194,                0.99106,                 1.9427,                0.76022,                0.50416,                0.57703,                0.46994,                0.94107,                 3.5844,                  2.206,              0.0026502,              0.0026502,              0.0026502
                    167,                0.74777,                 0.9954,                 1.9445,                0.75665,                0.50884,                0.57996,                0.47201,                0.94087,                 3.5577,                 2.2061,              0.0025949,              0.0025949,              0.0025949
                    168,                0.74454,                 1.0067,                 1.9457,                0.75077,                  0.511,                0.58053,                0.47273,                0.93984,                 3.5487,                 2.2071,              0.0025401,              0.0025401,              0.0025401
                    169,                0.74786,                0.98714,                 1.9375,                0.76229,                 0.5108,                0.58149,                0.47394,                0.94143,                 3.5288,                 2.2072,              0.0024856,              0.0024856,              0.0024856
                    170,                0.74194,                0.99382,                 1.9356,                0.76449,                0.50953,                0.58193,                0.47233,                0.94897,                 3.5011,                 2.2134,              0.0024316,              0.0024316,              0.0024316
                    171,                0.73246,                0.95291,                 1.9282,                0.74012,                0.51303,                0.58137,                0.47161,                0.94834,                 3.5216,                 2.2089,              0.0023779,              0.0023779,              0.0023779
                    172,                0.73793,                0.96249,                 1.9309,                0.74649,                 0.5053,                0.58034,                 0.4694,                0.94643,                 3.5494,                 2.2026,              0.0023247,              0.0023247,              0.0023247
                    173,                0.73516,                0.96194,                  1.931,                0.73116,                 0.5158,                0.57914,                0.46842,                0.94503,                  3.549,                 2.2043,              0.0022719,              0.0022719,              0.0022719
                    174,                0.73495,                0.95039,                 1.9228,                 0.7444,                0.51014,                0.57827,                0.46899,                0.93995,                 3.5461,                 2.1989,              0.0022195,              0.0022195,              0.0022195
                    175,                0.71018,                0.91728,                 1.9088,                  0.754,                0.51142,                0.57978,                0.46916,                0.93777,                 3.5595,                 2.2012,              0.0021676,              0.0021676,              0.0021676
                    176,                0.72041,                0.95346,                 1.9363,                0.72925,                0.52328,                   0.58,                0.47008,                0.93491,                 3.5204,                 2.1967,              0.0021161,              0.0021161,              0.0021161
                    177,                0.71904,                0.94857,                 1.9244,                0.75626,                0.51355,                0.57998,                0.46977,                0.93254,                 3.4962,                 2.1942,               0.002065,               0.002065,               0.002065
                    178,                0.71542,                0.93004,                 1.9114,                0.75113,                0.51441,                0.57908,                0.46996,                0.93086,                 3.4883,                 2.1935,              0.0020145,              0.0020145,              0.0020145
                    179,                0.72334,                0.93827,                 1.9205,                0.76826,                0.50886,                0.58102,                0.47108,                0.93311,                 3.4902,                 2.1963,              0.0019644,              0.0019644,              0.0019644
                    180,                0.72069,                0.93023,                 1.9177,                0.77454,                0.50908,                0.58016,                0.46993,                 0.9346,                 3.5107,                 2.2023,              0.0019147,              0.0019147,              0.0019147
                    181,                0.70965,                0.94668,                 1.9069,                0.74676,                0.51625,                0.58016,                0.47037,                0.93808,                  3.533,                 2.2122,              0.0018656,              0.0018656,              0.0018656
                    182,                0.71264,                0.92466,                 1.9156,                0.74793,                0.51922,                0.58022,                0.47043,                0.93966,                 3.5467,                 2.2144,               0.001817,               0.001817,               0.001817
                    183,                 0.7027,                0.90728,                  1.907,                0.74197,                0.52239,                0.58146,                 0.4705,                0.94239,                 3.5654,                 2.2238,              0.0017688,              0.0017688,              0.0017688
                    184,                 0.7023,                 0.9038,                 1.8948,                0.72123,                0.52724,                0.58208,                0.47155,                0.94386,                 3.5667,                 2.2291,              0.0017212,              0.0017212,              0.0017212
                    185,                0.71399,                0.92418,                 1.9051,                0.74069,                  0.515,                0.58211,                0.47193,                0.94364,                 3.5621,                 2.2283,              0.0016741,              0.0016741,              0.0016741
                    186,                0.70469,                0.91017,                 1.8988,                0.75537,                0.51315,                0.58243,                0.47308,                0.94303,                 3.5572,                 2.2266,              0.0016275,              0.0016275,              0.0016275
                    187,                0.70138,                0.88632,                 1.8932,                0.76403,                0.50794,                0.58287,                0.47377,                0.94834,                 3.5757,                 2.2335,              0.0015815,              0.0015815,              0.0015815
                    188,                0.69966,                0.91612,                  1.903,                0.76405,                0.50906,                0.58185,                0.47344,                0.95116,                 3.5911,                 2.2346,               0.001536,               0.001536,               0.001536
                    189,                0.69997,                0.91411,                 1.9114,                0.74223,                 0.5142,                0.58248,                0.47342,                0.95411,                  3.595,                 2.2384,               0.001491,               0.001491,               0.001491
                    190,                0.69936,                0.90267,                 1.9017,                0.74173,                0.51433,                0.58161,                0.47349,                0.95629,                 3.5764,                 2.2402,              0.0014466,              0.0014466,              0.0014466
                    191,                0.69468,                0.90889,                 1.9086,                0.73837,                0.51801,                0.58228,                0.47291,                0.95719,                 3.5651,                  2.241,              0.0014028,              0.0014028,              0.0014028
                    192,                0.69474,                  0.891,                 1.9031,                0.74074,                0.51567,                0.58174,                0.47295,                0.95665,                 3.5609,                 2.2384,              0.0013595,              0.0013595,              0.0013595
                    193,                0.69322,                0.87908,                 1.8962,                0.74012,                0.51532,                0.58126,                0.47256,                0.95305,                 3.5525,                 2.2277,              0.0013168,              0.0013168,              0.0013168
                    194,                 0.6889,                0.88417,                 1.8941,                 0.7313,                0.51849,                 0.5815,                0.47223,                0.95549,                 3.5418,                 2.2326,              0.0012747,              0.0012747,              0.0012747
                    195,                0.69165,                0.87296,                 1.8948,                0.73836,                0.51486,                0.58227,                0.47221,                0.95302,                 3.5325,                 2.2295,              0.0012331,              0.0012331,              0.0012331
                    196,                0.68786,                0.86832,                 1.8864,                0.78757,                0.49852,                0.58213,                0.47289,                0.95315,                 3.5374,                 2.2295,              0.0011922,              0.0011922,              0.0011922
                    197,                0.68931,                0.88475,                 1.9029,                0.79169,                0.49803,                0.58162,                0.47189,                0.95328,                 3.5376,                 2.2289,              0.0011519,              0.0011519,              0.0011519
                    198,                0.68536,                0.87029,                 1.8882,                0.76058,                 0.5067,                0.58157,                0.47168,                0.95192,                   3.54,                 2.2276,              0.0011121,              0.0011121,              0.0011121
                    199,                0.68899,                0.87016,                 1.8913,                0.74533,                0.51515,                 0.5808,                0.47159,                 0.9491,                 3.5469,                 2.2234,               0.001073,               0.001073,               0.001073
                    200,                0.67366,                0.85002,                 1.8784,                0.73842,                0.51641,                0.58108,                0.47139,                0.94928,                 3.5527,                 2.2226,              0.0010345,              0.0010345,              0.0010345
                    201,                0.67956,                0.86296,                 1.8847,                 0.7396,                0.51389,                0.58034,                0.47192,                0.94838,                 3.5646,                 2.2198,             0.00099667,             0.00099667,             0.00099667
                    202,                0.67194,                0.83601,                 1.8727,                0.74737,                0.51205,                0.57959,                0.47168,                0.94724,                 3.5728,                 2.2172,             0.00095944,             0.00095944,             0.00095944
                    203,                0.67642,                0.85615,                 1.8766,                0.76027,                0.50576,                0.57895,                0.47219,                0.94726,                 3.5882,                 2.2171,             0.00092284,             0.00092284,             0.00092284
                    204,                0.66862,                0.85371,                 1.8792,                 0.7634,                0.50543,                0.57937,                 0.4728,                0.94467,                 3.5831,                 2.2143,              0.0008869,              0.0008869,              0.0008869
                    205,                0.67065,                0.84878,                 1.8783,                0.76662,                 0.5042,                0.57933,                  0.473,                0.94077,                 3.5816,                 2.2084,              0.0008516,              0.0008516,              0.0008516
                    206,                0.68191,                0.86591,                 1.8797,                 0.7642,                0.50504,                0.57878,                0.47288,                0.94143,                  3.584,                 2.2104,             0.00081695,             0.00081695,             0.00081695
                    207,                0.67674,                0.85458,                 1.8797,                0.75327,                0.50826,                0.57902,                0.47326,                0.94303,                 3.5803,                 2.2124,             0.00078297,             0.00078297,             0.00078297
                    208,                0.67691,                0.86728,                 1.8908,                0.75165,                 0.5081,                0.57878,                0.47275,                0.94266,                 3.5803,                 2.2114,             0.00074966,             0.00074966,             0.00074966
                    209,                0.66675,                0.84669,                 1.8856,                0.75276,                 0.5048,                 0.5786,                 0.4728,                0.94302,                 3.5835,                 2.2143,             0.00071701,             0.00071701,             0.00071701
                    210,                0.66503,                0.84394,                 1.8808,                0.74928,                0.50657,                0.57895,                0.47286,                0.94233,                 3.5855,                 2.2136,             0.00068504,             0.00068504,             0.00068504
                    211,                 0.6654,                0.83052,                 1.8678,                 0.7577,                0.50244,                0.57859,                0.47339,                0.94276,                 3.5885,                  2.215,             0.00065376,             0.00065376,             0.00065376
                    212,                0.65372,                0.82365,                  1.856,                0.76157,                0.50082,                0.57933,                0.47375,                0.94221,                 3.5967,                 2.2142,             0.00062316,             0.00062316,             0.00062316
                    213,                0.66354,                0.84941,                 1.8808,                0.72363,                0.51844,                0.57993,                0.47431,                 0.9413,                  3.601,                  2.213,             0.00059325,             0.00059325,             0.00059325
                    214,                0.65044,                0.81231,                 1.8723,                0.76869,                0.50045,                0.58019,                0.47443,                 0.9415,                 3.5982,                 2.2155,             0.00056404,             0.00056404,             0.00056404
                    215,                0.65783,                 0.8195,                 1.8718,                0.76099,                0.50439,                0.58081,                0.47497,                0.94037,                 3.5964,                 2.2133,             0.00053553,             0.00053553,             0.00053553
                    216,                0.65479,                0.82624,                 1.8692,                0.76346,                0.50535,                0.58106,                0.47577,                0.93891,                 3.5955,                  2.213,             0.00050772,             0.00050772,             0.00050772
                    217,                0.65279,                0.82477,                   1.88,                0.76901,                0.50461,                0.58207,                0.47669,                0.93865,                 3.5977,                 2.2129,             0.00048063,             0.00048063,             0.00048063
                    218,                0.65968,                0.84114,                 1.8801,                0.77056,                0.50417,                0.58221,                0.47701,                0.93853,                 3.5981,                  2.214,             0.00045425,             0.00045425,             0.00045425
                    219,                0.64547,                0.79924,                 1.8682,                 0.7636,                0.50735,                 0.5825,                0.47707,                 0.9394,                  3.598,                 2.2157,             0.00042858,             0.00042858,             0.00042858
                    220,                0.65675,                 0.8144,                 1.8755,                0.76248,                0.50755,                0.58228,                0.47649,                0.93922,                 3.5969,                 2.2162,             0.00040364,             0.00040364,             0.00040364
                    221,                0.65064,                0.81762,                 1.8676,                0.76376,                0.50764,                 0.5826,                0.47658,                0.94013,                 3.5992,                 2.2194,             0.00037943,             0.00037943,             0.00037943
                    222,                 0.6516,                0.80779,                 1.8655,                0.76596,                0.50704,                0.58269,                0.47696,                 0.9409,                 3.6061,                 2.2194,             0.00035594,             0.00035594,             0.00035594
                    223,                0.65224,                 0.8182,                 1.8681,                0.76512,                0.50717,                0.58284,                0.47733,                0.93991,                 3.6061,                  2.219,             0.00033319,             0.00033319,             0.00033319
                    224,                0.63601,                0.79435,                 1.8578,                0.76446,                0.50717,                0.58314,                0.47733,                0.93982,                 3.6071,                 2.2198,             0.00031118,             0.00031118,             0.00031118
                    225,                0.64991,                0.81942,                 1.8719,                0.76989,                 0.5065,                  0.583,                0.47757,                0.93892,                 3.6117,                  2.218,              0.0002899,              0.0002899,              0.0002899
                    226,                0.64164,                0.79922,                 1.8637,                0.76701,                0.50679,                0.58294,                0.47764,                0.93893,                 3.6124,                 2.2177,             0.00026938,             0.00026938,             0.00026938
                    227,                0.64012,                0.78731,                 1.8546,                0.76554,                 0.5066,                0.58319,                0.47807,                0.93894,                 3.6164,                 2.2183,              0.0002496,              0.0002496,              0.0002496
                    228,                0.64887,                0.79955,                 1.8653,                0.76626,                0.50627,                0.58325,                0.47832,                 0.9384,                 3.6185,                 2.2174,             0.00023056,             0.00023056,             0.00023056
                    229,                0.64666,                0.79454,                 1.8532,                0.76742,                0.50627,                0.58329,                0.47841,                0.93804,                 3.6181,                 2.2178,             0.00021229,             0.00021229,             0.00021229
                    230,                0.65616,                0.82338,                 1.8741,                0.76828,                  0.506,                 0.5832,                0.47796,                 0.9369,                 3.6177,                 2.2161,             0.00019477,             0.00019477,             0.00019477
                    231,                0.63797,                0.79431,                 1.8605,                0.76619,                0.50698,                 0.5832,                0.47843,                0.93632,                 3.6187,                 2.2149,             0.00017801,             0.00017801,             0.00017801
                    232,                 0.6304,                0.78763,                 1.8494,                0.76601,                0.50719,                0.58301,                0.47831,                0.93617,                 3.6197,                  2.215,             0.00016201,             0.00016201,             0.00016201
                    233,                0.65164,                0.80696,                 1.8622,                0.76284,                0.50754,                0.58281,                0.47803,                0.93565,                 3.6225,                 2.2144,             0.00014677,             0.00014677,             0.00014677
                    234,                0.64285,                0.79251,                 1.8558,                0.75968,                 0.5078,                0.58299,                 0.4784,                0.93591,                 3.6218,                 2.2161,              0.0001323,              0.0001323,              0.0001323
                    235,                0.65103,                0.81088,                 1.8674,                0.75827,                0.50904,                0.58373,                0.47822,                0.93544,                 3.6224,                 2.2148,              0.0001186,              0.0001186,              0.0001186
                    236,                0.62814,                0.77194,                 1.8498,                0.75651,                0.50935,                0.58352,                  0.478,                0.93545,                 3.6224,                 2.2146,             0.00010567,             0.00010567,             0.00010567
                    237,                0.64336,                0.78375,                 1.8561,                 0.7576,                 0.5092,                 0.5833,                0.47829,                0.93617,                 3.6224,                 2.2164,             9.3519e-05,             9.3519e-05,             9.3519e-05
                    238,                0.64151,                0.80152,                 1.8602,                0.75774,                0.50908,                0.58357,                0.47827,                 0.9361,                 3.6254,                 2.2161,              8.214e-05,              8.214e-05,              8.214e-05
                    239,                0.63102,                0.79388,                 1.8485,                0.75812,                0.50875,                0.58362,                0.47809,                0.93672,                 3.6254,                 2.2169,             7.1537e-05,             7.1537e-05,             7.1537e-05
                    240,                0.63233,                0.78746,                 1.8525,                0.75872,                0.50912,                0.58369,                0.47797,                0.93695,                 3.6246,                 2.2172,             6.1713e-05,             6.1713e-05,             6.1713e-05
                    241,                0.50585,                0.47629,                 1.6568,                 0.7576,                0.50899,                0.58346,                0.47764,                  0.938,                 3.6238,                 2.2183,             5.2669e-05,             5.2669e-05,             5.2669e-05
                    242,                0.50806,                0.48376,                 1.6576,                0.75796,                0.50985,                0.58344,                0.47784,                0.93751,                 3.6276,                 2.2175,             4.4407e-05,             4.4407e-05,             4.4407e-05
                    243,                 0.5071,                0.47577,                 1.6653,                0.75586,                0.51089,                0.58338,                0.47763,                 0.9377,                 3.6317,                 2.2167,             3.6927e-05,             3.6927e-05,             3.6927e-05
                    244,                0.50675,                0.47743,                 1.6606,                0.75454,                 0.5113,                0.58333,                0.47713,                0.93719,                 3.6357,                 2.2167,             3.0232e-05,             3.0232e-05,             3.0232e-05
                    245,                0.50285,                0.47233,                  1.657,                0.75606,                0.51078,                0.58308,                0.47703,                 0.9377,                 3.6348,                 2.2167,             2.4322e-05,             2.4322e-05,             2.4322e-05
                    246,                0.50727,                0.47611,                 1.6647,                0.75452,                0.51041,                0.58312,                0.47692,                0.93717,                 3.6378,                  2.216,             1.9198e-05,             1.9198e-05,             1.9198e-05
                    247,                0.50514,                0.47818,                 1.6647,                0.75662,                0.50968,                 0.5831,                0.47684,                0.93769,                 3.6396,                 2.2159,             1.4861e-05,             1.4861e-05,             1.4861e-05
                    248,                0.49996,                0.47071,                 1.6623,                0.75249,                0.51136,                0.58302,                0.47685,                0.93738,                 3.6424,                 2.2159,             1.1312e-05,             1.1312e-05,             1.1312e-05
                    249,                0.50305,                  0.471,                 1.6623,                0.75162,                0.51192,                0.58305,                0.47686,                0.93758,                 3.6428,                 2.2165,             8.5509e-06,             8.5509e-06,             8.5509e-06
                    250,                 0.5036,                0.47096,                 1.6625,                0.75337,                0.51159,                0.58286,                0.47716,                0.93744,                 3.6457,                 2.2166,             6.5783e-06,             6.5783e-06,             6.5783e-06
